ORF name,TR change ranking,HL change ranking,responsiveness
YJR040W,3,3,6
YJR098C,3,3,6
YJR118C,3,3,6
YJR119C,4,2,6
YJR130C,2,4,6
YJR135C,1,5,6
YKL004W,5,1,6
YKL023W,1,5,6
YKL029C,4,2,6
YKL032C,5,1,6
YKL034W,4,2,6
YKL067W,1,5,6
YKL072W,5,1,6
YKL106W,4,2,6
YKL125W,4,2,6
YKL146W,4,2,6
YKL190W,2,4,6
YKL207W,2,4,6
YKL210W,2,4,6
YKL214C,4,2,6
YKL218C,1,5,6
YKR033C,2,4,6
YKR035C,2,4,6
YKR080W,2,4,6
YKR083C,4,2,6
YKR086W,2,4,6
YLL011W,5,1,6
YLL023C,3,3,6
YLL030C,5,1,6
YLL041C,4,2,6
YLL042C,4,2,6
YLL050C,2,4,6
YLR013W,4,2,6
YLR032W,1,5,6
YLR056W,2,4,6
YLR067C,4,2,6
YLR071C,4,2,6
YLR094C,5,1,6
YLR118C,2,4,6
YLR146C,3,3,6
YLR174W,4,2,6
YLR183C,5,1,6
YLR215C,4,2,6
YLR224W,3,3,6
YLR227C,5,1,6
YLR283W,4,2,6
YLR310C,4,2,6
YLR312W-A,3,3,6
YLR330W,3,3,6
YLR351C,2,4,6
YLR395C,2,4,6
YLR419W,3,3,6
YLR430W,2,4,6
YLR447C,2,4,6
YML001W,2,4,6
YML015C,2,4,6
YML031W,1,5,6
YML045W,4,2,6
YML094C-A,3,3,6
YML095C,2,4,6
YML129C,2,4,6
YMR005W,2,4,6
YMR062C,1,5,6
YMR064W,3,3,6
YMR065W,4,2,6
YMR072W,4,2,6
YMR074C,2,4,6
YMR091C,3,3,6
YMR107W,3,3,6
YMR163C,2,4,6
YMR230W,1,5,6
YMR231W,3,3,6
YMR236W,1,5,6
YMR244C-A,4,2,6
YMR256C,5,1,6
YMR271C,2,4,6
YMR273C,4,2,6
YMR275C,4,2,6
YMR278W,3,3,6
YMR295C,1,5,6
YMR298W,1,5,6
YMR308C,3,3,6
YMR318C,4,2,6
YNL006W,4,2,6
YNL035C,5,1,6
YNL048W,4,2,6
YNL087W,3,3,6
YNL169C,2,4,6
YNL177C,1,5,6
YNL207W,5,1,6
YNL213C,2,4,6
YNL258C,4,2,6
YNL276C,4,2,6
YNL280C,2,4,6
YNL281W,3,3,6
YNL283C,3,3,6
YNL291C,1,5,6
YNL329C,4,2,6
YNR014W,1,5,6
YNR015W,3,3,6
YNR028W,3,3,6
YNR031C,5,1,6
YNR032W,1,5,6
YNR035C,1,5,6
YNR039C,3,3,6
YNR043W,2,4,6
YNR063W,4,2,6
YOL008W,1,5,6
YOL012C,4,2,6
YOL018C,3,3,6
YOL030W,5,1,6
YOL054W,3,3,6
YOL065C,4,2,6
YOL068C,1,5,6
YOL079W,4,2,6
YOL088C,4,2,6
YOL100W,1,5,6
YOL145C,3,3,6
YOR002W,3,3,6
YOR039W,4,2,6
YOR051C,5,1,6
YOR052C,3,3,6
YOR070C,4,2,6
YOR090C,4,2,6
YOR092W,2,4,6
YOR121C,1,5,6
YOR137C,1,5,6
YOR142W,1,5,6
YOR188W,2,4,6
YOR195W,5,1,6
YOR200W,5,1,6
YOR210W,4,2,6
YOR234C,4,2,6
YOR248W,4,2,6
YOR258W,1,5,6
YOR265W,4,2,6
YOR275C,1,5,6
YOR324C,3,3,6
YOR330C,1,5,6
YOR389W,1,5,6
YPL004C,2,4,6
YPL008W,2,4,6
YPL010W,2,4,6
YPL017C,4,2,6
YPL019C,2,4,6
YPL022W,1,5,6
YPL049C,3,3,6
YPL084W,3,3,6
YPL106C,4,2,6
YPL119C,3,3,6
YPL133C,4,2,6
YPL137C,1,5,6
YPL144W,5,1,6
YPL146C,5,1,6
YPL149W,2,4,6
YPL169C,3,3,6
YPL184C,2,4,6
YPL196W,3,3,6
YPL255W,4,2,6
YPR025C,2,4,6
YPR028W,1,5,6
YPR054W,3,3,6
YPR070W,4,2,6
YPR072W,3,3,6
YPR100W,2,4,6
YPR105C,4,2,6
YPR113W,2,4,6
YPR130C,3,3,6
YPR145W,3,3,6
YPR155C,2,4,6
YAL002W,3,2,5
YAL004W,4,1,5
YAL046C,1,4,5
YAR002C-A,2,3,5
YBL033C,3,2,5
YBL036C,4,1,5
YBL050W,2,3,5
YBL051C,2,3,5
YBL058W,2,3,5
YBL059W,3,2,5
YBL102W,1,4,5
YBR014C,3,2,5
YBR016W,2,3,5
YBR024W,1,4,5
YBR075W,4,1,5
YBR104W,4,1,5
YBR162C,2,3,5
YBR175W,2,3,5
YBR184W,3,2,5
YBR209W,1,4,5
YBR210W,2,3,5
YBR214W,1,4,5
YBR245C,1,4,5
YBR256C,1,4,5
YBR288C,2,3,5
YBR300C,1,4,5
YCL067C,4,1,5
YCR007C,1,4,5
YCR088W,3,2,5
YDL013W,1,4,5
YDL073W,1,4,5
YDL074C,1,4,5
YDL076C,3,2,5
YDL079C,4,1,5
YDL098C,4,1,5
YDL108W,2,3,5
YDL123W,2,3,5
YDL131W,4,1,5
YDL135C,1,4,5
YDL173W,1,4,5
YDL185W,2,3,5
YDL202W,3,2,5
YDR009W,3,2,5
YDR019C,1,4,5
YDR022C,4,1,5
YDR062W,4,1,5
YDR065W,2,3,5
YDR068W,4,1,5
YDR072C,1,4,5
YDR085C,1,4,5
YDR090C,4,1,5
YDR103W,1,4,5
YDR128W,1,4,5
YDR142C,4,1,5
YDR166C,4,1,5
YDR227W,2,3,5
YDR265W,2,3,5
YDR288W,4,1,5
YDR298C,4,1,5
YDR301W,3,2,5
YDR319C,3,2,5
YDR335W,2,3,5
YDR342C,4,1,5
YDR381C-A,4,1,5
YDR389W,2,3,5
YDR413C,3,2,5
YDR415C,4,1,5
YDR454C,1,4,5
YDR457W,1,4,5
YDR486C,2,3,5
YDR494W,2,3,5
YDR498C,3,2,5
YEL004W,4,1,5
YEL022W,2,3,5
YEL030C-A,4,1,5
YEL053C,2,3,5
YEL061C,4,1,5
YER013W,3,2,5
YER029C,3,2,5
YER035W,3,2,5
YER057C,2,3,5
YER062C,4,1,5
YER063W,2,3,5
YER073W,1,4,5
YER080W,4,1,5
YER083C,1,4,5
YER143W,4,1,5
YER166W,3,2,5
YER182W,2,3,5
YFL010C,1,4,5
YFL025C,2,3,5
YFR011C,3,2,5
YFR013W,3,2,5
YFR050C,2,3,5
YFR053C,1,4,5
YGL025C,2,3,5
YGL026C,1,4,5
YGL039W,1,4,5
YGL040C,3,2,5
YGL055W,1,4,5
YGL066W,1,4,5
YGL086W,3,2,5
YGL087C,2,3,5
YGL109W,1,4,5
YGL127C,2,3,5
YGL136C,1,4,5
YGL148W,3,2,5
YGL185C,2,3,5
YGL243W,3,2,5
YGL244W,4,1,5
YGR009C,1,4,5
YGR051C,1,4,5
YGR071C,3,2,5
YGR084C,2,3,5
YGR132C,3,2,5
YGR170W,3,2,5
YGR184C,2,3,5
YGR189C,1,4,5
YGR241C,3,2,5
YGR262C,3,2,5
YGR276C,4,1,5
YGR294W,2,3,5
YHL008C,4,1,5
YHL009C,2,3,5
YHL023C,4,1,5
YHR073W,2,3,5
YHR110W,1,4,5
YHR112C,1,4,5
YHR143W-A,2,3,5
YHR190W,1,4,5
YHR191C,1,4,5
YHR200W,3,2,5
YHR202W,4,1,5
YIL010W,1,4,5
YIL030C,3,2,5
YIL034C,2,3,5
YIL051C,2,3,5
YIL084C,4,1,5
YIL118W,2,3,5
YIL159W,4,1,5
YIL161W,1,4,5
YIR007W,2,3,5
YIR035C,3,2,5
YIR037W,3,2,5
YJL018W,4,1,5
YJL068C,1,4,5
YJL085W,3,2,5
YJL115W,3,2,5
YJL117W,3,2,5
YJL124C,3,2,5
YJL165C,1,4,5
YJL178C,2,3,5
YJR025C,3,2,5
YJR033C,2,3,5
YJR069C,1,4,5
YJR085C,2,3,5
YJR138W,2,3,5
YJR155W,2,3,5
YKL003C,1,4,5
YKL009W,2,3,5
YKL028W,2,3,5
YKL035W,4,1,5
YKL039W,3,2,5
YKL062W,3,2,5
YKL117W,2,3,5
YKL135C,4,1,5
YKL159C,1,4,5
YKL162C,3,2,5
YKL196C,1,4,5
YKL212W,3,2,5
YKL213C,2,3,5
YKR038C,3,2,5
YKR045C,3,2,5
YKR058W,3,2,5
YKR070W,3,2,5
YLL040C,2,3,5
YLR019W,1,4,5
YLR043C,4,1,5
YLR050C,3,2,5
YLR084C,1,4,5
YLR089C,3,2,5
YLR093C,3,2,5
YLR099C,2,3,5
YLR102C,2,3,5
YLR113W,1,4,5
YLR153C,2,3,5
YLR155C,4,1,5
YLR165C,4,1,5
YLR169W,4,1,5
YLR200W,1,4,5
YLR216C,4,1,5
YLR225C,3,2,5
YLR239C,1,4,5
YLR242C,3,2,5
YLR248W,4,1,5
YLR275W,2,3,5
YLR294C,2,3,5
YLR301W,2,3,5
YLR335W,2,3,5
YLR357W,3,2,5
YLR364W,2,3,5
YLR411W,2,3,5
YLR415C,3,2,5
YML020W,1,4,5
YML021C,2,3,5
YML051W,2,3,5
YML059C,3,2,5
YML069W,4,1,5
YML070W,4,1,5
YML097C,1,4,5
YML101C,3,2,5
YML116W-A,1,4,5
YMR026C,2,3,5
YMR047C,1,4,5
YMR073C,2,3,5
YMR092C,3,2,5
YMR104C,1,4,5
YMR126C,3,2,5
YMR156C,3,2,5
YMR182C,2,3,5
YMR188C,2,3,5
YMR193W,3,2,5
YMR224C,2,3,5
YMR234W,2,3,5
YMR288W,4,1,5
YMR301C,4,1,5
YMR313C,2,3,5
YMR316C-B,1,4,5
YNL057W,1,4,5
YNL058C,1,4,5
YNL065W,3,2,5
YNL150W,2,3,5
YNL160W,3,2,5
YNL183C,4,1,5
YNL226W,4,1,5
YNL228W,3,2,5
YNL253W,4,1,5
YNL320W,2,3,5
YNL322C,2,3,5
YNR025C,4,1,5
YNR026C,4,1,5
YNR041C,1,4,5
YNR044W,3,2,5
YNR049C,2,3,5
YNR073C,2,3,5
YNR076W,3,2,5
YOL004W,2,3,5
YOL011W,3,2,5
YOL027C,4,1,5
YOL044W,3,2,5
YOL064C,1,4,5
YOL107W,1,4,5
YOL148C,3,2,5
YOR005C,1,4,5
YOR041C,3,2,5
YOR080W,2,3,5
YOR089C,1,4,5
YOR099W,1,4,5
YOR100C,3,2,5
YOR111W,4,1,5
YOR138C,3,2,5
YOR174W,2,3,5
YOR239W,3,2,5
YOR251C,2,3,5
YOR257W,3,2,5
YOR262W,3,2,5
YOR270C,3,2,5
YOR271C,1,4,5
YOR305W,3,2,5
YOR313C,2,3,5
YOR323C,3,2,5
YOR329C,3,2,5
YOR367W,3,2,5
YPL011C,3,2,5
YPL028W,1,4,5
YPL082C,3,2,5
YPL129W,2,3,5
YPL183W-A,1,4,5
YPR017C,2,3,5
YPR018W,2,3,5
YPR019W,1,4,5
YPR023C,2,3,5
YPR029C,2,3,5
YPR048W,4,1,5
YPR055W,4,1,5
YPR063C,3,2,5
YPR075C,2,3,5
YPR094W,4,1,5
YPR095C,1,4,5
YPR108W,3,2,5
YPR139C,2,3,5
YPR158W,2,3,5
YPR165W,1,4,5
YPR169W,2,3,5
YPR171W,3,2,5
YPR181C,2,3,5
YPR183W,1,4,5
YPR198W,1,4,5
YAL008W,2,2,4
YAL011W,1,3,4
YAL016W,2,2,4
YBL038W,3,1,4
YBL055C,2,2,4
YBL076C,2,2,4
YBL080C,2,2,4
YBL091C,1,3,4
YBL095W,3,1,4
YBL101C,3,1,4
YBR060C,3,1,4
YBR103W,2,2,4
YBR121C,1,3,4
YBR145W,3,1,4
YBR201W,1,3,4
YBR204C,1,3,4
YBR263W,2,2,4
YCL040W,2,2,4
YCR104W,3,1,4
YDL027C,3,1,4
YDL068W,1,3,4
YDL069C,3,1,4
YDL110C,2,2,4
YDL140C,2,2,4
YDL142C,2,2,4
YDR003W,1,3,4
YDR007W,2,2,4
YDR032C,2,2,4
YDR078C,1,3,4
YDR117C,2,2,4
YDR131C,3,1,4
YDR181C,2,2,4
YDR192C,2,2,4
YDR295C,3,1,4
YDR313C,3,1,4
YDR322W,2,2,4
YDR332W,2,2,4
YDR392W,3,1,4
YDR407C,2,2,4
YDR408C,1,3,4
YDR460W,3,1,4
YDR462W,2,2,4
YDR485C,3,1,4
YDR495C,2,2,4
YDR497C,3,1,4
YEL012W,1,3,4
YEL050C,2,2,4
YEL052W,2,2,4
YER017C,3,1,4
YER019W,2,2,4
YER046W,1,3,4
YER058W,3,1,4
YER068W,3,1,4
YER074W-A,1,3,4
YER079W,1,3,4
YER093C,2,2,4
YER094C,3,1,4
YER129W,3,1,4
YER173W,1,3,4
YER183C,2,2,4
YFL034W,3,1,4
YFR010W,2,2,4
YFR039C,1,3,4
YGL069C,2,2,4
YGL098W,3,1,4
YGL114W,3,1,4
YGL141W,3,1,4
YGL174W,1,3,4
YGL179C,1,3,4
YGL191W,2,2,4
YGL198W,1,3,4
YGL200C,2,2,4
YGL223C,3,1,4
YGL227W,3,1,4
YGL247W,3,1,4
YGR026W,2,2,4
YGR037C,1,3,4
YGR111W,2,2,4
YGR127W,3,1,4
YGR156W,2,2,4
YGR157W,2,2,4
YGR167W,2,2,4
YGR207C,2,2,4
YGR217W,2,2,4
YGR244C,1,3,4
YGR278W,3,1,4
YHL029C,3,1,4
YHR039C,3,1,4
YHR046C,2,2,4
YHR117W,3,1,4
YHR122W,2,2,4
YHR134W,1,3,4
YHR135C,1,3,4
YIL020C,2,2,4
YIL036W,1,3,4
YIL056W,1,3,4
YIL064W,1,3,4
YIL076W,1,3,4
YIL117C,1,3,4
YIR041W,3,1,4
YIR042C,1,3,4
YJL003W,2,2,4
YJL020C,2,2,4
YJL057C,2,2,4
YJL064W,3,1,4
YJL139C,1,3,4
YJL143W,3,1,4
YJL147C,1,3,4
YJL161W,1,3,4
YJL192C,2,2,4
YJL218W,3,1,4
YJR022W,3,1,4
YJR034W,3,1,4
YJR044C,2,2,4
YJR059W,3,1,4
YJR074W,1,3,4
YJR075W,2,2,4
YJR079W,3,1,4
YJR089W,3,1,4
YJR106W,1,3,4
YJR111C,3,1,4
YJR122W,2,2,4
YKL020C,3,1,4
YKL043W,3,1,4
YKL053W,2,2,4
YKL058W,3,1,4
YKL075C,2,2,4
YKL080W,2,2,4
YKL094W,3,1,4
YKL096W,3,1,4
YKL104C,1,3,4
YKL122C,1,3,4
YKL132C,2,2,4
YKL160W,1,3,4
YKL179C,1,3,4
YKL186C,1,3,4
YKL204W,2,2,4
YKL206C,1,3,4
YKR004C,2,2,4
YKR014C,1,3,4
YKR046C,2,2,4
YKR052C,3,1,4
YLL009C,1,3,4
YLR024C,3,1,4
YLR036C,3,1,4
YLR046C,3,1,4
YLR085C,3,1,4
YLR163C,3,1,4
YLR170C,3,1,4
YLR220W,3,1,4
YLR223C,3,1,4
YLR229C,1,3,4
YLR254C,3,1,4
YLR292C,2,2,4
YLR329W,3,1,4
YLR346C,1,3,4
YLR362W,2,2,4
YLR387C,1,3,4
YLR408C,2,2,4
YLR424W,1,3,4
YLR429W,1,3,4
YLR439W,2,2,4
YLR454W,2,2,4
YML007W,1,3,4
YML011C,2,2,4
YML079W,2,2,4
YML087C,3,1,4
YML103C,2,2,4
YMR009W,1,3,4
YMR044W,1,3,4
YMR057C,2,2,4
YMR081C,2,2,4
YMR083W,2,2,4
YMR106C,3,1,4
YMR108W,3,1,4
YMR119W-A,2,2,4
YMR154C,3,1,4
YMR180C,2,2,4
YMR183C,1,3,4
YMR203W,2,2,4
YMR210W,2,2,4
YMR237W,1,3,4
YMR247C,1,3,4
YMR274C,3,1,4
YMR281W,1,3,4
YMR294W-A,1,3,4
YMR305C,1,3,4
YMR312W,1,3,4
YMR314W,1,3,4
YNL003C,2,2,4
YNL036W,3,1,4
YNL039W,3,1,4
YNL053W,2,2,4
YNL084C,2,2,4
YNL163C,2,2,4
YNL167C,1,3,4
YNL172W,1,3,4
YNL224C,2,2,4
YNL266W,3,1,4
YNL273W,3,1,4
YNL312W,1,3,4
YNR010W,1,3,4
YOL023W,2,2,4
YOL032W,2,2,4
YOR012W,2,2,4
YOR037W,2,2,4
YOR045W,1,3,4
YOR075W,2,2,4
YOR125C,1,3,4
YOR132W,2,2,4
YOR171C,3,1,4
YOR176W,1,3,4
YOR181W,1,3,4
YOR202W,1,3,4
YOR236W,1,3,4
YOR269W,1,3,4
YOR356W,1,3,4
YOR375C,3,1,4
YPL031C,3,1,4
YPL113C,3,1,4
YPL124W,3,1,4
YPL159C,2,2,4
YPL163C,1,3,4
YPL173W,2,2,4
YPL204W,3,1,4
YPL242C,1,3,4
YPL258C,3,1,4
YPL275W,1,3,4
YPR010C,2,2,4
YPR073C,3,1,4
YPR140W,1,3,4
YPR162C,3,1,4
YPR176C,3,1,4
YAL014C,1,2,3
YAR027W,1,2,3
YBR022W,2,1,3
YBR035C,1,2,3
YBR068C,1,2,3
YBR131W,2,1,3
YBR235W,1,2,3
YDL018C,2,1,3
YDL057W,2,1,3
YDL082W,1,2,3
YDL091C,2,1,3
YDL099W,2,1,3
YDL177C,1,2,3
YDL209C,1,2,3
YDR035W,1,2,3
YDR067C,2,1,3
YDR074W,1,2,3
YDR105C,2,1,3
YDR150W,1,2,3
YDR255C,2,1,3
YDR282C,2,1,3
YDR328C,2,1,3
YDR368W,2,1,3
YDR391C,1,2,3
YDR512C,1,2,3
YEL057C,2,1,3
YER022W,1,2,3
YER053C,2,1,3
YER093C-A,1,2,3
YER186C,2,1,3
YFL017W-A,1,2,3
YFL020C,2,1,3
YFR008W,1,2,3
YFR041C,1,2,3
YFR051C,1,2,3
YGL016W,2,1,3
YGL020C,2,1,3
YGL038C,2,1,3
YGL091C,2,1,3
YGL124C,1,2,3
YGL130W,2,1,3
YGL157W,2,1,3
YGL158W,1,2,3
YGL161C,1,2,3
YGL206C,1,2,3
YGL261C,1,2,3
YGR063C,1,2,3
YGR074W,1,2,3
YGR087C,2,1,3
YGR133W,2,1,3
YGR138C,1,2,3
YGR204W,2,1,3
YGR222W,1,2,3
YGR223C,2,1,3
YGR238C,2,1,3
YGR281W,1,2,3
YHR063C,1,2,3
YHR077C,2,1,3
YHR095W,1,2,3
YHR097C,1,2,3
YHR106W,1,2,3
YHR113W,1,2,3
YHR131C,2,1,3
YHR210C,1,2,3
YIL062C,2,1,3
YIL088C,2,1,3
YIL109C,1,2,3
YIL156W,2,1,3
YIL173W,2,1,3
YIR025W,1,2,3
YIR036C,2,1,3
YJL092W,1,2,3
YJL146W,2,1,3
YJL210W,2,1,3
YJL223C,2,1,3
YJR048W,2,1,3
YJR082C,2,1,3
YJR091C,2,1,3
YJR102C,1,2,3
YJR109C,1,2,3
YJR142W,2,1,3
YKL006C-A,2,1,3
YKL079W,1,2,3
YKL154W,1,2,3
YKL167C,1,2,3
YKL187C,2,1,3
YKR060W,1,2,3
YKR091W,1,2,3
YLR027C,1,2,3
YLR058C,2,1,3
YLR139C,1,2,3
YLR171W,1,2,3
YLR193C,1,2,3
YLR205C,1,2,3
YLR231C,2,1,3
YLR282C,1,2,3
YLR334C,2,1,3
YLR460C,2,1,3
YML042W,2,1,3
YML062C,2,1,3
YML091C,2,1,3
YML119W,2,1,3
YMR058W,2,1,3
YMR059W,2,1,3
YMR061W,2,1,3
YMR077C,2,1,3
YMR082C,1,2,3
YMR090W,2,1,3
YMR122C,1,2,3
YMR141C,1,2,3
YMR161W,1,2,3
YMR184W,1,2,3
YMR192W,1,2,3
YMR214W,1,2,3
YMR218C,1,2,3
YMR232W,2,1,3
YMR252C,1,2,3
YMR261C,2,1,3
YMR304W,1,2,3
YMR322C,2,1,3
YNL129W,2,1,3
YNL152W,2,1,3
YNL171C,2,1,3
YNL274C,1,2,3
YNL293W,1,2,3
YOL098C,2,1,3
YOL133W,2,1,3
YOL162W,1,2,3
YOR023C,2,1,3
YOR055W,2,1,3
YOR062C,1,2,3
YOR126C,2,1,3
YOR245C,1,2,3
YOR279C,2,1,3
YOR290C,2,1,3
YOR363C,2,1,3
YOR374W,2,1,3
YOR382W,2,1,3
YPL003W,2,1,3
YPL005W,2,1,3
YPL053C,1,2,3
YPL054W,1,2,3
YPL058C,1,2,3
YPL107W,1,2,3
YPL118W,1,2,3
YPL123C,2,1,3
YPL231W,2,1,3
YPL260W,2,1,3
YPL269W,1,2,3
YPL270W,2,1,3
YPR049C,1,2,3
YPR185W,1,2,3
YAL030W,1,1,2
YAL031C,1,1,2
YAR015W,1,1,2
YBR136W,1,1,2
YBR147W,1,1,2
YBR171W,1,1,2
YDL124W,1,1,2
YDL172C,1,1,2
YDL204W,1,1,2
YDR059C,1,1,2
YDR167W,1,1,2
YDR231C,1,1,2
YDR262W,1,1,2
YDR358W,1,1,2
YDR421W,1,1,2
YDR525W-A,1,1,2
YER037W,1,1,2
YER040W,1,1,2
YER150W,1,1,2
YER170W,1,1,2
YFL010W-A,1,1,2
YFL021W,1,1,2
YFR023W,1,1,2
YFR025C,1,1,2
YFR029W,1,1,2
YGL062W,1,1,2
YGR046W,1,1,2
YGR069W,1,1,2
YGR166W,1,1,2
YGR258C,1,1,2
YGR268C,1,1,2
YHL036W,1,1,2
YHL046C,1,1,2
YHR009C,1,1,2
YHR017W,1,1,2
YHR043C,1,1,2
YHR049W,1,1,2
YHR138C,1,1,2
YHR175W,1,1,2
YHR209W,1,1,2
YIL108W,1,1,2
YIL176C,1,1,2
YIR006C,1,1,2
YIR024C,1,1,2
YJL016W,1,1,2
YJL060W,1,1,2
YJL067W,1,1,2
YJL106W,1,1,2
YJL109C,1,1,2
YJL140W,1,1,2
YJL155C,1,1,2
YJR073C,1,1,2
YJR108W,1,1,2
YKL011C,1,1,2
YKL026C,1,1,2
YKL197C,1,1,2
YKL203C,1,1,2
YKL217W,1,1,2
YKR066C,1,1,2
YLL056C,1,1,2
YLR149C,1,1,2
YLR258W,1,1,2
YMR027W,1,1,2
YMR040W,1,1,2
YMR113W,1,1,2
YMR139W,1,1,2
YMR173W,1,1,2
YMR208W,1,1,2
YMR219W,1,1,2
YMR228W,1,1,2
YMR251W-A,1,1,2
YMR270C,1,1,2
YMR311C,1,1,2
YMR316W,1,1,2
YNL015W,1,1,2
YNL027W,1,1,2
YNL045W,1,1,2
YNL074C,1,1,2
YNL092W,1,1,2
YNL138W-A,1,1,2
YNL143C,1,1,2
YNL144C,1,1,2
YNL161W,1,1,2
YNL208W,1,1,2
YNL305C,1,1,2
YNL306W,1,1,2
YNL310C,1,1,2
YNR007C,1,1,2
YNR020C,1,1,2
YOL013C,1,1,2
YOL048C,1,1,2
YOR031W,1,1,2
YOR036W,1,1,2
YOR058C,1,1,2
YOR196C,1,1,2
YOR208W,1,1,2
YOR209C,1,1,2
YOR215C,1,1,2
YOR220W,1,1,2
YOR288C,1,1,2
YOR289W,1,1,2
YOR299W,1,1,2
YOR327C,1,1,2
YOR336W,1,1,2
YPL056C,1,1,2
YPL069C,1,1,2
YPL168W,1,1,2
YPL191C,1,1,2
YPL241C,1,1,2
YPL247C,1,1,2
YPR010C-A,1,1,2
YPR081C,1,1,2